yearid,replevel,subject,DenominatorType,disname,discode,schname,schcode,grade,NumberStudents,plevel1,plevel2,plevel3,plevel4,pAboveprof,pBelowProf,AvgScore,,,,,,,,,
2015,sch,rea,Regular,Northumberland,407,Groveton Elementary School,22905,4,10 - 15,17,33,42,<10,50,50,2462,10 , 15,0,50,0,22905,0,0,0
2015,sch,rea,Regular,Northumberland,407,Groveton Elementary School,22905,5,15 - 20,<10,33,60,<10,67,33,2524,15 , 20,0,67,0,22905,0,0,0
2015,sch,sci,Regular,Northumberland,407,Groveton Elementary School,22905,0,10 - 15,<10,75,17,<10,17,83,NULL,10 , 15,0,17,0,22905,0,0,0
2015,sch,sci,Regular,Northumberland,407,Groveton Elementary School,22905,4,10 - 15,<10,75,17,<10,17,83,NULL,10 , 15,0,17,0,22905,0,0,0
2015,sch,mat,Regular,Northumberland,407,Groveton High School,22900,0,30 - 35,50,15,29,<10,35,65,NULL,30 , 35,32.5,35,1137.5,22900,32.5,1137.5,35
2015,sch,mat,Regular,Northumberland,407,Groveton High School,22900,11,30 - 35,50,15,29,<10,35,65,2562,30 , 35,0,35,0,22900,0,0,0
2015,sch,rea,Regular,Northumberland,407,Groveton High School,22900,0,30 - 35,18,32,32,18,50,50,NULL,30 , 35,0,50,0,22900,0,0,0
2015,sch,rea,Regular,Northumberland,407,Groveton High School,22900,11,30 - 35,18,32,32,18,50,50,2579,30 , 35,0,50,0,22900,0,0,0
2015,sch,sci,Regular,Northumberland,407,Groveton High School,22900,0,30 - 35,29,41,29,<10,29,71,NULL,30 , 35,0,29,0,22900,0,0,0
2015,sch,sci,Regular,Northumberland,407,Groveton High School,22900,11,30 - 35,29,41,29,<10,29,71,NULL,30 , 35,0,29,0,22900,0,0,0
2015,sch,mat,Regular,Northumberland,407,Groveton High School (Middle),26600,0,75 - 80,49,27,19,<10,24,76,NULL,75 , 80,77.5,24,1860,26600,77.5,1860,24
2015,sch,mat,Regular,Northumberland,407,Groveton High School (Middle),26600,6,25 - 30,61,25,14,<10,14,86,2455,25 , 30,0,14,0,26600,0,0,0
2015,sch,mat,Regular,Northumberland,407,Groveton High School (Middle),26600,7,30 - 35,47,27,20,<10,27,73,2501,30 , 35,0,27,0,26600,0,0,0
2015,sch,mat,Regular,Northumberland,407,Groveton High School (Middle),26600,8,20 - 25,35,30,25,10,35,65,2547,20 , 25,0,35,0,26600,0,0,0
2015,sch,rea,Regular,Northumberland,407,Groveton High School (Middle),26600,0,75 - 80,32,32,28,<10,36,64,NULL,75 , 80,0,36,0,26600,0,0,0
2015,sch,rea,Regular,Northumberland,407,Groveton High School (Middle),26600,6,25 - 30,46,36,18,<10,18,82,2475,25 , 30,0,18,0,26600,0,0,0
2015,sch,rea,Regular,Northumberland,407,Groveton High School (Middle),26600,7,30 - 35,27,27,30,17,47,53,2547,30 , 35,0,47,0,26600,0,0,0
2015,sch,rea,Regular,Northumberland,407,Groveton High School (Middle),26600,8,20 - 25,20,35,40,<10,45,55,2545,20 , 25,0,45,0,26600,0,0,0
2015,sch,sci,Regular,Northumberland,407,Groveton High School (Middle),26600,0,20 - 25,33,48,19,<10,19,81,NULL,20 , 25,0,19,0,26600,0,0,0
2015,sch,sci,Regular,Northumberland,407,Groveton High School (Middle),26600,8,20 - 25,33,48,19,<10,19,81,NULL,20 , 25,0,19,0,26600,0,0,0
2015,sch,mat,Regular,Northwood,411,Northwood Elementary School,22085,0,255 - 260,24,34,30,11,41,59,NULL,255 , 260,257.5,41,10557.5,22085,257.5,10557.5,41
2015,sch,mat,Regular,Northwood,411,Northwood Elementary School,22085,3,40 - 45,17,22,46,15,61,39,2446,40 , 45,0,61,0,22085,0,0,0
2015,sch,mat,Regular,Northwood,411,Northwood Elementary School,22085,4,30 - 35,23,19,45,13,58,42,2482,30 , 35,0,58,0,22085,0,0,0
2015,sch,mat,Regular,Northwood,411,Northwood Elementary School,22085,5,35 - 40,28,54,15,<10,18,82,2483,35 , 40,0,18,0,22085,0,0,0
2015,sch,mat,Regular,Northwood,411,Northwood Elementary School,22085,6,40 - 45,12,44,28,16,44,56,2538,40 , 45,0,44,0,22085,0,0,0
2015,sch,mat,Regular,Northwood,411,Northwood Elementary School,22085,7,50 - 55,29,35,31,<10,37,63,2531,50 , 55,0,37,0,22085,0,0,0
2015,sch,mat,Regular,Northwood,411,Northwood Elementary School,22085,8,50 - 55,35,31,19,15,35,65,2537,50 , 55,0,35,0,22085,0,0,0
2015,sch,rea,Regular,Northwood,411,Northwood Elementary School,22085,0,255 - 260,24,32,31,13,44,56,NULL,255 , 260,0,44,0,22085,0,0,0
2015,sch,rea,Regular,Northwood,411,Northwood Elementary School,22085,3,40 - 45,29,22,24,24,49,51,2422,40 , 45,0,49,0,22085,0,0,0
2015,sch,rea,Regular,Northwood,411,Northwood Elementary School,22085,4,30 - 35,16,32,29,23,52,48,2482,30 , 35,0,52,0,22085,0,0,0
2015,sch,rea,Regular,Northwood,411,Northwood Elementary School,22085,5,35 - 40,28,15,41,15,56,44,2501,35 , 40,0,56,0,22085,0,0,0
2015,sch,rea,Regular,Northwood,411,Northwood Elementary School,22085,6,40 - 45,14,40,30,16,47,53,2534,40 , 45,0,47,0,22085,0,0,0
2015,sch,rea,Regular,Northwood,411,Northwood Elementary School,22085,7,50 - 55,25,42,31,<10,33,67,2514,50 , 55,0,33,0,22085,0,0,0
2015,sch,rea,Regular,Northwood,411,Northwood Elementary School,22085,8,50 - 55,27,37,31,<10,37,63,2542,50 , 55,0,37,0,22085,0,0,0
2015,sch,sci,Regular,Northwood,411,Northwood Elementary School,22085,0,80 - 85,24,40,36,<10,36,64,NULL,80 , 85,0,36,0,22085,0,0,0
2015,sch,sci,Regular,Northwood,411,Northwood Elementary School,22085,4,30 - 35,10,35,55,<10,55,45,NULL,30 , 35,0,55,0,22085,0,0,0
2015,sch,sci,Regular,Northwood,411,Northwood Elementary School,22085,8,50 - 55,32,43,25,<10,25,75,NULL,50 , 55,0,25,0,22085,0,0,0
2015,sch,mat,Regular,Nottingham,413,Nottingham Elementary School,22095,0,325 - 330,14,30,32,23,56,44,NULL,325 , 330,327.5,56,18340,22095,327.5,18340,56
2015,sch,mat,Regular,Nottingham,413,Nottingham Elementary School,22095,3,55 - 60,21,22,45,12,57,43,2429,55 , 60,0,57,0,22095,0,0,0
2015,sch,mat,Regular,Nottingham,413,Nottingham Elementary School,22095,4,55 - 60,<10,42,35,16,51,49,2489,55 , 60,0,51,0,22095,0,0,0
2015,sch,mat,Regular,Nottingham,413,Nottingham Elementary School,22095,5,55 - 60,<10,42,35,22,56,44,2541,55 , 60,0,56,0,22095,0,0,0
2015,sch,mat,Regular,Nottingham,413,Nottingham Elementary School,22095,6,60 - 65,20,28,25,27,52,48,2553,60 , 65,0,52,0,22095,0,0,0
2015,sch,mat,Regular,Nottingham,413,Nottingham Elementary School,22095,7,45 - 50,17,25,29,29,58,42,2574,45 , 50,0,58,0,22095,0,0,0
2015,sch,mat,Regular,Nottingham,413,Nottingham Elementary School,22095,8,50 - 55,17,23,25,36,60,40,2608,50 , 55,0,60,0,22095,0,0,0
2015,sch,rea,Regular,Nottingham,413,Nottingham Elementary School,22095,0,325 - 330,12,19,37,32,69,31,NULL,325 , 330,0,69,0,22095,0,0,0
2015,sch,rea,Regular,Nottingham,413,Nottingham Elementary School,22095,3,55 - 60,22,21,22,34,57,43,2445,55 , 60,0,57,0,22095,0,0,0
2015,sch,rea,Regular,Nottingham,413,Nottingham Elementary School,22095,4,55 - 60,13,18,24,45,69,31,2513,55 , 60,0,69,0,22095,0,0,0
2015,sch,rea,Regular,Nottingham,413,Nottingham Elementary School,22095,5,55 - 60,<10,22,42,31,73,27,2544,55 , 60,0,73,0,22095,0,0,0
2015,sch,rea,Regular,Nottingham,413,Nottingham Elementary School,22095,6,60 - 65,17,13,33,37,70,30,2569,60 , 65,0,70,0,22095,0,0,0
2015,sch,rea,Regular,Nottingham,413,Nottingham Elementary School,22095,7,45 - 50,15,19,44,23,67,33,2582,45 , 50,0,67,0,22095,0,0,0
2015,sch,rea,Regular,Nottingham,413,Nottingham Elementary School,22095,8,50 - 55,<10,19,62,17,79,21,2616,50 , 55,0,79,0,22095,0,0,0
2015,sch,sci,Regular,Nottingham,413,Nottingham Elementary School,22095,0,105 - 110,<10,44,50,<10,50,50,NULL,105 , 110,0,50,0,22095,0,0,0
2015,sch,sci,Regular,Nottingham,413,Nottingham Elementary School,22095,4,55 - 60,<10,30,68,<10,68,32,NULL,55 , 60,0,68,0,22095,0,0,0
2015,sch,sci,Regular,Nottingham,413,Nottingham Elementary School,22095,8,50 - 55,11,58,30,<10,30,70,NULL,50 , 55,0,30,0,22095,0,0,0
2015,sch,mat,Regular,Oyster River Coop,423,Mast Way School,22805,0,120 - 125,12,16,40,33,73,27,NULL,120 , 125,122.5,73,8942.5,22805,122.5,8942.5,73
2015,sch,mat,Regular,Oyster River Coop,423,Mast Way School,22805,3,45 - 50,15,13,31,42,73,27,2474,45 , 50,0,73,0,22805,0,0,0
2015,sch,mat,Regular,Oyster River Coop,423,Mast Way School,22805,4,70 - 75,10,18,45,27,73,27,2510,70 , 75,0,73,0,22805,0,0,0
2015,sch,rea,Regular,Oyster River Coop,423,Mast Way School,22805,0,120 - 125,10,20,29,41,70,30,NULL,120 , 125,0,70,0,22805,0,0,0
2015,sch,rea,Regular,Oyster River Coop,423,Mast Way School,22805,3,45 - 50,<10,13,34,45,79,21,2470,45 , 50,0,79,0,22805,0,0,0
2015,sch,rea,Regular,Oyster River Coop,423,Mast Way School,22805,4,70 - 75,11,25,26,38,64,36,2503,70 , 75,0,64,0,22805,0,0,0
2015,sch,sci,Regular,Oyster River Coop,423,Mast Way School,22805,0,70 - 75,<10,34,59,<10,59,41,NULL,70 , 75,0,59,0,22805,0,0,0
2015,sch,sci,Regular,Oyster River Coop,423,Mast Way School,22805,4,70 - 75,<10,34,59,<10,59,41,NULL,70 , 75,0,59,0,22805,0,0,0
2015,sch,mat,Regular,Oyster River Coop,423,Moharimet School,26660,0,170 - 175,<10,22,45,26,71,29,NULL,170 , 175,172.5,71,12247.5,26660,172.5,12247.5,71
2015,sch,mat,Regular,Oyster River Coop,423,Moharimet School,26660,3,85 - 90,<10,23,43,26,69,31,2465,85 , 90,0,69,0,26660,0,0,0
2015,sch,mat,Regular,Oyster River Coop,423,Moharimet School,26660,4,80 - 85,<10,22,46,26,72,28,2510,80 , 85,0,72,0,26660,0,0,0
2015,sch,rea,Regular,Oyster River Coop,423,Moharimet School,26660,0,170 - 175,<10,21,33,41,74,26,NULL,170 , 175,0,74,0,26660,0,0,0
2015,sch,rea,Regular,Oyster River Coop,423,Moharimet School,26660,3,85 - 90,<10,24,28,44,73,27,2480,85 , 90,0,73,0,26660,0,0,0
2015,sch,rea,Regular,Oyster River Coop,423,Moharimet School,26660,4,80 - 85,<10,17,38,38,76,24,2516,80 , 85,0,76,0,26660,0,0,0
2015,sch,sci,Regular,Oyster River Coop,423,Moharimet School,26660,0,80 - 85,<10,34,61,<10,65,35,NULL,80 , 85,0,65,0,26660,0,0,0
2015,sch,sci,Regular,Oyster River Coop,423,Moharimet School,26660,4,80 - 85,<10,34,61,<10,65,35,NULL,80 , 85,0,65,0,26660,0,0,0
2015,sch,mat,Regular,Oyster River Coop,423,Oyster River High School,22800,0,85 - 90,19,28,33,20,53,47,NULL,85 , 90,87.5,53,4637.5,22800,87.5,4637.5,53
2015,sch,mat,Regular,Oyster River Coop,423,Oyster River High School,22800,11,85 - 90,19,28,33,20,53,47,2628,85 , 90,0,53,0,22800,0,0,0
2015,sch,rea,Regular,Oyster River Coop,423,Oyster River High School,22800,0,85 - 90,<10,16,40,34,75,25,NULL,85 , 90,0,75,0,22800,0,0,0
2015,sch,rea,Regular,Oyster River Coop,423,Oyster River High School,22800,11,85 - 90,<10,16,40,34,75,25,2636,85 , 90,0,75,0,22800,0,0,0
2015,sch,sci,Regular,Oyster River Coop,423,Oyster River High School,22800,0,135 - 140,17,37,46,<10,46,54,NULL,135 , 140,0,46,0,22800,0,0,0
2015,sch,sci,Regular,Oyster River Coop,423,Oyster River High School,22800,11,135 - 140,17,37,46,<10,46,54,NULL,135 , 140,0,46,0,22800,0,0,0
2015,sch,mat,Regular,Oyster River Coop,423,Oyster River Middle School,22790,0,650 - 655,11,23,33,32,65,35,NULL,650 , 655,652.5,65,42412.5,22790,652.5,42412.5,65
2015,sch,mat,Regular,Oyster River Coop,423,Oyster River Middle School,22790,5,155 - 160,13,21,30,36,67,33,2552,155 , 160,0,67,0,22790,0,0,0
2015,sch,mat,Regular,Oyster River Coop,423,Oyster River Middle School,22790,6,165 - 170,<10,30,36,26,62,38,2564,165 , 170,0,62,0,22790,0,0,0
2015,sch,mat,Regular,Oyster River Coop,423,Oyster River Middle School,22790,7,170 - 175,<10,23,33,36,69,31,2601,170 , 175,0,69,0,22790,0,0,0
2015,sch,mat,Regular,Oyster River Coop,423,Oyster River Middle School,22790,8,150 - 155,19,19,34,29,63,37,2592,150 , 155,0,63,0,22790,0,0,0
2015,sch,rea,Regular,Oyster River Coop,423,Oyster River Middle School,22790,0,650 - 655,<10,16,46,33,79,21,NULL,650 , 655,0,79,0,22790,0,0,0
2015,sch,rea,Regular,Oyster River Coop,423,Oyster River Middle School,22790,5,155 - 160,<10,13,34,47,81,19,2568,155 , 160,0,81,0,22790,0,0,0
2015,sch,rea,Regular,Oyster River Coop,423,Oyster River Middle School,22790,6,165 - 170,<10,15,47,34,81,19,2588,165 , 170,0,81,0,22790,0,0,0
2015,sch,rea,Regular,Oyster River Coop,423,Oyster River Middle School,22790,7,170 - 175,<10,17,50,30,80,20,2609,170 , 175,0,80,0,22790,0,0,0
2015,sch,rea,Regular,Oyster River Coop,423,Oyster River Middle School,22790,8,150 - 155,10,17,51,21,73,27,2605,150 , 155,0,73,0,22790,0,0,0
2015,sch,sci,Regular,Oyster River Coop,423,Oyster River Middle School,22790,0,150 - 155,10,48,41,<10,42,58,NULL,150 , 155,0,42,0,22790,0,0,0
2015,sch,sci,Regular,Oyster River Coop,423,Oyster River Middle School,22790,8,150 - 155,10,48,41,<10,42,58,NULL,150 , 155,0,42,0,22790,0,0,0
2015,sch,mat,Regular,PACE Career Academy Charter School,728,PACE Career Academy Charter School,29035,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,0,0,0,0
2015,sch,mat,Regular,PACE Career Academy Charter School,728,PACE Career Academy Charter School,29035,11, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,0,0,0,0
2015,sch,rea,Regular,PACE Career Academy Charter School,728,PACE Career Academy Charter School,29035,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,0,0,0,0
2015,sch,rea,Regular,PACE Career Academy Charter School,728,PACE Career Academy Charter School,29035,11, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,0,0,0,0
2015,sch,sci,Regular,PACE Career Academy Charter School,728,PACE Career Academy Charter School,29035,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,0,0,0,0
2015,sch,sci,Regular,PACE Career Academy Charter School,728,PACE Career Academy Charter School,29035,11, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,0,0,0,0
2015,sch,mat,Regular,Pelham,425,Pelham Elementary School,27970,0,465 - 470,17,31,37,14,52,48,NULL,465 , 470,467.5,52,24310,27970,467.5,24310,52
2015,sch,mat,Regular,Pelham,425,Pelham Elementary School,27970,3,160 - 165,16,28,45,12,56,44,2436,160 , 165,0,56,0,27970,0,0,0
2015,sch,mat,Regular,Pelham,425,Pelham Elementary School,27970,4,155 - 160,10,28,45,18,62,38,2494,155 , 160,0,62,0,27970,0,0,0
2015,sch,mat,Regular,Pelham,425,Pelham Elementary School,27970,5,145 - 150,27,38,22,14,35,65,2500,145 , 150,0,35,0,27970,0,0,0
2015,sch,rea,Regular,Pelham,425,Pelham Elementary School,27970,0,465 - 470,18,23,34,24,58,42,NULL,465 , 470,0,58,0,27970,0,0,0
2015,sch,rea,Regular,Pelham,425,Pelham Elementary School,27970,3,160 - 165,20,31,30,19,48,52,2425,160 , 165,0,48,0,27970,0,0,0
2015,sch,rea,Regular,Pelham,425,Pelham Elementary School,27970,4,155 - 160,16,18,31,34,66,34,2494,155 , 160,0,66,0,27970,0,0,0
2015,sch,rea,Regular,Pelham,425,Pelham Elementary School,27970,5,145 - 150,19,19,43,19,62,38,2514,145 , 150,0,62,0,27970,0,0,0
2015,sch,sci,Regular,Pelham,425,Pelham Elementary School,27970,0,155 - 160,<10,44,49,<10,51,49,NULL,155 , 160,0,51,0,27970,0,0,0
2015,sch,sci,Regular,Pelham,425,Pelham Elementary School,27970,4,155 - 160,<10,44,49,<10,51,49,NULL,155 , 160,0,51,0,27970,0,0,0
2015,sch,mat,Regular,Pelham,425,Pelham High School,21105,0,120 - 125,67,19,10,<10,15,85,NULL,120 , 125,122.5,15,1837.5,21105,122.5,1837.5,15
2015,sch,mat,Regular,Pelham,425,Pelham High School,21105,11,120 - 125,67,19,10,<10,15,85,2499,120 , 125,0,15,0,21105,0,0,0
2015,sch,rea,Regular,Pelham,425,Pelham High School,21105,0,120 - 125,30,27,32,11,43,57,NULL,120 , 125,0,43,0,21105,0,0,0
2015,sch,rea,Regular,Pelham,425,Pelham High School,21105,11,120 - 125,30,27,32,11,43,57,2554,120 , 125,0,43,0,21105,0,0,0
2015,sch,sci,Regular,Pelham,425,Pelham High School,21105,0,120 - 125,15,51,32,<10,33,67,NULL,120 , 125,0,33,0,21105,0,0,0
2015,sch,sci,Regular,Pelham,425,Pelham High School,21105,11,120 - 125,15,51,32,<10,33,67,NULL,120 , 125,0,33,0,21105,0,0,0
2015,sch,mat,Regular,Pelham,425,Pelham Memorial School,21110,0,495 - 500,18,36,27,19,46,54,NULL,495 , 500,497.5,46,22885,21110,497.5,22885,46
2015,sch,mat,Regular,Pelham,425,Pelham Memorial School,21110,6,170 - 175,18,44,24,15,39,61,2533,170 , 175,0,39,0,21110,0,0,0
2015,sch,mat,Regular,Pelham,425,Pelham Memorial School,21110,7,175 - 180,14,28,32,27,58,42,2576,175 , 180,0,58,0,21110,0,0,0
2015,sch,mat,Regular,Pelham,425,Pelham Memorial School,21110,8,145 - 150,25,35,26,14,40,60,2563,145 , 150,0,40,0,21110,0,0,0
2015,sch,rea,Regular,Pelham,425,Pelham Memorial School,21110,0,495 - 500,<10,25,47,19,66,34,NULL,495 , 500,0,66,0,21110,0,0,0
2015,sch,rea,Regular,Pelham,425,Pelham Memorial School,21110,6,170 - 175,<10,30,45,16,61,39,2551,170 , 175,0,61,0,21110,0,0,0
2015,sch,rea,Regular,Pelham,425,Pelham Memorial School,21110,7,175 - 180,10,19,46,25,72,28,2592,175 , 180,0,72,0,21110,0,0,0
2015,sch,rea,Regular,Pelham,425,Pelham Memorial School,21110,8,145 - 150,<10,28,52,14,66,34,2596,145 , 150,0,66,0,21110,0,0,0
2015,sch,sci,Regular,Pelham,425,Pelham Memorial School,21110,0,145 - 150,16,55,29,<10,29,71,NULL,145 , 150,0,29,0,21110,0,0,0
2015,sch,sci,Regular,Pelham,425,Pelham Memorial School,21110,8,145 - 150,16,55,29,<10,29,71,NULL,145 , 150,0,29,0,21110,0,0,0
2015,sch,mat,Regular,Pembroke,427,Pembroke Academy,22620,0,165 - 170,25,35,21,19,40,60,NULL,165 , 170,167.5,40,6700,22620,167.5,6700,40
2015,sch,mat,Regular,Pembroke,427,Pembroke Academy,22620,11,165 - 170,25,35,21,19,40,60,2613,165 , 170,0,40,0,22620,0,0,0
2015,sch,rea,Regular,Pembroke,427,Pembroke Academy,22620,0,165 - 170,14,33,37,15,53,47,NULL,165 , 170,0,53,0,22620,0,0,0
2015,sch,rea,Regular,Pembroke,427,Pembroke Academy,22620,11,165 - 170,14,33,37,15,53,47,2593,165 , 170,0,53,0,22620,0,0,0
2015,sch,sci,Regular,Pembroke,427,Pembroke Academy,22620,0,180 - 185,24,50,24,<10,25,75,NULL,180 , 185,0,25,0,22620,0,0,0
2015,sch,sci,Regular,Pembroke,427,Pembroke Academy,22620,11,180 - 185,24,50,24,<10,25,75,NULL,180 , 185,0,25,0,22620,0,0,0
2015,sch,mat,Regular,Pembroke,427,Pembroke Hill School,22615,0,160 - 165,24,41,29,<10,35,65,NULL,160 , 165,162.5,35,5687.5,22615,162.5,5687.5,35
2015,sch,mat,Regular,Pembroke,427,Pembroke Hill School,22615,3,75 - 80,27,40,31,<10,33,67,2408,75 , 80,0,33,0,22615,0,0,0
2015,sch,mat,Regular,Pembroke,427,Pembroke Hill School,22615,4,80 - 85,21,42,27,10,37,63,2465,80 , 85,0,37,0,22615,0,0,0
2015,sch,rea,Regular,Pembroke,427,Pembroke Hill School,22615,0,160 - 165,15,28,28,29,57,43,NULL,160 , 165,0,57,0,22615,0,0,0
2015,sch,rea,Regular,Pembroke,427,Pembroke Hill School,22615,3,75 - 80,10,35,31,24,55,45,2443,75 , 80,0,55,0,22615,0,0,0
2015,sch,rea,Regular,Pembroke,427,Pembroke Hill School,22615,4,80 - 85,19,21,26,33,60,40,2492,80 , 85,0,60,0,22615,0,0,0
2015,sch,sci,Regular,Pembroke,427,Pembroke Hill School,22615,0,80 - 85,<10,54,39,<10,40,60,NULL,80 , 85,0,40,0,22615,0,0,0
2015,sch,sci,Regular,Pembroke,427,Pembroke Hill School,22615,4,80 - 85,<10,54,39,<10,40,60,NULL,80 , 85,0,40,0,22615,0,0,0
2015,sch,mat,Regular,Pembroke,427,Three Rivers School,26925,0,320 - 325,22,35,26,17,43,57,NULL,320 , 325,322.5,43,13867.5,26925,322.5,13867.5,43
2015,sch,mat,Regular,Pembroke,427,Three Rivers School,26925,5,65 - 70,17,35,32,15,48,52,2518,65 , 70,0,48,0,26925,0,0,0
2015,sch,mat,Regular,Pembroke,427,Three Rivers School,26925,6,90 - 95,22,39,22,17,39,61,2529,90 , 95,0,39,0,26925,0,0,0
2015,sch,mat,Regular,Pembroke,427,Three Rivers School,26925,7,85 - 90,14,33,30,23,53,47,2566,85 , 90,0,53,0,26925,0,0,0
2015,sch,mat,Regular,Pembroke,427,Three Rivers School,26925,8,75 - 80,34,33,22,11,33,67,2544,75 , 80,0,33,0,26925,0,0,0
2015,sch,rea,Regular,Pembroke,427,Three Rivers School,26925,0,320 - 325,10,28,43,20,62,38,NULL,320 , 325,0,62,0,26925,0,0,0
2015,sch,rea,Regular,Pembroke,427,Three Rivers School,26925,5,65 - 70,12,25,37,26,63,37,2531,65 , 70,0,63,0,26925,0,0,0
2015,sch,rea,Regular,Pembroke,427,Three Rivers School,26925,6,90 - 95,12,38,34,16,50,50,2544,90 , 95,0,50,0,26925,0,0,0
2015,sch,rea,Regular,Pembroke,427,Three Rivers School,26925,7,85 - 90,<10,20,47,27,73,27,2598,85 , 90,0,73,0,26925,0,0,0
2015,sch,rea,Regular,Pembroke,427,Three Rivers School,26925,8,75 - 80,<10,27,53,11,65,35,2592,75 , 80,0,65,0,26925,0,0,0
2015,sch,sci,Regular,Pembroke,427,Three Rivers School,26925,0,75 - 80,30,53,15,<10,16,84,NULL,75 , 80,0,16,0,26925,0,0,0
2015,sch,sci,Regular,Pembroke,427,Three Rivers School,26925,8,75 - 80,30,53,15,<10,16,84,NULL,75 , 80,0,16,0,26925,0,0,0
2015,sch,mat,Regular,Pemi-Baker Regional,428,Plymouth Regional High School,22350,0,150 - 155,29,33,23,16,38,62,NULL,150 , 155,152.5,38,5795,22350,152.5,5795,38
2015,sch,mat,Regular,Pemi-Baker Regional,428,Plymouth Regional High School,22350,11,150 - 155,29,33,23,16,38,62,2607,150 , 155,0,38,0,22350,0,0,0
2015,sch,rea,Regular,Pemi-Baker Regional,428,Plymouth Regional High School,22350,0,150 - 155,<10,12,49,32,82,18,NULL,150 , 155,0,82,0,22350,0,0,0
2015,sch,rea,Regular,Pemi-Baker Regional,428,Plymouth Regional High School,22350,11,150 - 155,<10,12,49,32,82,18,2641,150 , 155,0,82,0,22350,0,0,0
2015,sch,sci,Regular,Pemi-Baker Regional,428,Plymouth Regional High School,22350,0,155 - 160,15,54,29,<10,31,69,NULL,155 , 160,0,31,0,22350,0,0,0
2015,sch,sci,Regular,Pemi-Baker Regional,428,Plymouth Regional High School,22350,11,155 - 160,15,54,29,<10,31,69,NULL,155 , 160,0,31,0,22350,0,0,0
2015,sch,mat,Regular,Piermont,435,Piermont Village School,20895,0,40 - 45,<10,22,44,29,73,27,NULL,40 , 45,42.5,73,3102.5,20895,42.5,3102.5,73
2015,sch,mat,Regular,Piermont,435,Piermont Village School,20895,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20895,0,0,0
2015,sch,mat,Regular,Piermont,435,Piermont Village School,20895,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20895,0,0,0
2015,sch,mat,Regular,Piermont,435,Piermont Village School,20895,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20895,0,0,0
2015,sch,mat,Regular,Piermont,435,Piermont Village School,20895,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20895,0,0,0
2015,sch,mat,Regular,Piermont,435,Piermont Village School,20895,7, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20895,0,0,0
2015,sch,mat,Regular,Piermont,435,Piermont Village School,20895,8, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20895,0,0,0
2015,sch,rea,Regular,Piermont,435,Piermont Village School,20895,0,40 - 45,20,20,34,27,61,39,NULL,40 , 45,0,61,0,20895,0,0,0
2015,sch,rea,Regular,Piermont,435,Piermont Village School,20895,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20895,0,0,0
2015,sch,rea,Regular,Piermont,435,Piermont Village School,20895,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20895,0,0,0
2015,sch,rea,Regular,Piermont,435,Piermont Village School,20895,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20895,0,0,0
2015,sch,rea,Regular,Piermont,435,Piermont Village School,20895,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20895,0,0,0
2015,sch,rea,Regular,Piermont,435,Piermont Village School,20895,7, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20895,0,0,0
2015,sch,rea,Regular,Piermont,435,Piermont Village School,20895,8, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20895,0,0,0
