yearid,replevel,subject,DenominatorType,disname,discode,schname,schcode,grade,NumberStudents,plevel1,plevel2,plevel3,plevel4,pAboveprof,pBelowProf,AvgScore,,,,,,,,,
2015,sch,rea,Regular,Governor Wentworth Regional,208,New Durham Elementary School,22400,5,20 - 25,23,18,50,<10,59,41,2505,20 , 25,0,59,0,22400,0,0,0
2015,sch,rea,Regular,Governor Wentworth Regional,208,New Durham Elementary School,22400,6,20 - 25,40,30,15,15,30,70,2503,20 , 25,0,30,0,22400,0,0,0
2015,sch,sci,Regular,Governor Wentworth Regional,208,New Durham Elementary School,22400,0,25 - 30,<10,50,46,<10,46,54,NULL,25 , 30,0,46,0,22400,0,0,0
2015,sch,sci,Regular,Governor Wentworth Regional,208,New Durham Elementary School,22400,4,25 - 30,<10,50,46,<10,46,54,NULL,25 , 30,0,46,0,22400,0,0,0
2015,sch,mat,Regular,Governor Wentworth Regional,208,Ossipee Central School,22405,0,175 - 180,22,46,22,10,31,69,NULL,175 , 180,177.5,31,5502.5,22405,177.5,5502.5,31
2015,sch,mat,Regular,Governor Wentworth Regional,208,Ossipee Central School,22405,3,35 - 40,20,49,31,<10,31,69,2415,35 , 40,0,31,0,22405,0,0,0
2015,sch,mat,Regular,Governor Wentworth Regional,208,Ossipee Central School,22405,4,50 - 55,20,55,20,<10,25,75,2454,50 , 55,0,25,0,22405,0,0,0
2015,sch,mat,Regular,Governor Wentworth Regional,208,Ossipee Central School,22405,5,50 - 55,30,42,13,15,28,72,2494,50 , 55,0,28,0,22405,0,0,0
2015,sch,mat,Regular,Governor Wentworth Regional,208,Ossipee Central School,22405,6,35 - 40,17,39,28,17,44,56,2538,35 , 40,0,44,0,22405,0,0,0
2015,sch,rea,Regular,Governor Wentworth Regional,208,Ossipee Central School,22405,0,175 - 180,19,35,30,16,46,54,NULL,175 , 180,0,46,0,22405,0,0,0
2015,sch,rea,Regular,Governor Wentworth Regional,208,Ossipee Central School,22405,3,35 - 40,17,34,31,17,49,51,2428,35 , 40,0,49,0,22405,0,0,0
2015,sch,rea,Regular,Governor Wentworth Regional,208,Ossipee Central School,22405,4,50 - 55,25,45,16,14,29,71,2453,50 , 55,0,29,0,22405,0,0,0
2015,sch,rea,Regular,Governor Wentworth Regional,208,Ossipee Central School,22405,5,50 - 55,25,32,26,17,43,57,2499,50 , 55,0,43,0,22405,0,0,0
2015,sch,rea,Regular,Governor Wentworth Regional,208,Ossipee Central School,22405,6,35 - 40,<10,25,56,17,72,28,2559,35 , 40,0,72,0,22405,0,0,0
2015,sch,sci,Regular,Governor Wentworth Regional,208,Ossipee Central School,22405,0,50 - 55,18,69,14,<10,14,86,NULL,50 , 55,0,14,0,22405,0,0,0
2015,sch,sci,Regular,Governor Wentworth Regional,208,Ossipee Central School,22405,4,50 - 55,18,69,14,<10,14,86,NULL,50 , 55,0,14,0,22405,0,0,0
2015,sch,mat,Regular,Governor Wentworth Regional,208,Tuftonboro Central School,22410,0,65 - 70,<10,32,19,40,59,41,NULL,65 , 70,67.5,59,3982.5,22410,67.5,3982.5,59
2015,sch,mat,Regular,Governor Wentworth Regional,208,Tuftonboro Central School,22410,3,15 - 20,<10,13,20,60,80,20,2497,15 , 20,0,80,0,22410,0,0,0
2015,sch,mat,Regular,Governor Wentworth Regional,208,Tuftonboro Central School,22410,4,20 - 25,10,67,10,14,24,76,2462,20 , 25,0,24,0,22410,0,0,0
2015,sch,mat,Regular,Governor Wentworth Regional,208,Tuftonboro Central School,22410,5,10 -15,<10,25,42,33,75,25,2564,10 ,15,0,75,0,22410,0,0,0
2015,sch,mat,Regular,Governor Wentworth Regional,208,Tuftonboro Central School,22410,6,20 - 25,15,15,15,55,70,30,2597,20 , 25,0,70,0,22410,0,0,0
2015,sch,rea,Regular,Governor Wentworth Regional,208,Tuftonboro Central School,22410,0,65 - 70,13,21,34,32,66,34,NULL,65 , 70,0,66,0,22410,0,0,0
2015,sch,rea,Regular,Governor Wentworth Regional,208,Tuftonboro Central School,22410,3,15 - 20,13,20,27,40,67,33,2455,15 , 20,0,67,0,22410,0,0,0
2015,sch,rea,Regular,Governor Wentworth Regional,208,Tuftonboro Central School,22410,4,20 - 25,19,24,48,10,57,43,2476,20 , 25,0,57,0,22410,0,0,0
2015,sch,rea,Regular,Governor Wentworth Regional,208,Tuftonboro Central School,22410,5,10 -15,<10,17,50,25,75,25,2547,10 ,15,0,75,0,22410,0,0,0
2015,sch,rea,Regular,Governor Wentworth Regional,208,Tuftonboro Central School,22410,6,20 - 25,10,20,15,55,70,30,2588,20 , 25,0,70,0,22410,0,0,0
2015,sch,sci,Regular,Governor Wentworth Regional,208,Tuftonboro Central School,22410,0,20 - 25,<10,62,33,<10,33,67,NULL,20 , 25,0,33,0,22410,0,0,0
2015,sch,sci,Regular,Governor Wentworth Regional,208,Tuftonboro Central School,22410,4,20 - 25,<10,62,33,<10,33,67,NULL,20 , 25,0,33,0,22410,0,0,0
2015,sch,mat,Regular,Granite State Arts Academy Charter School,702,Granite State Arts Academy Charter School,29153,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,29153,0,0,0
2015,sch,mat,Regular,Granite State Arts Academy Charter School,702,Granite State Arts Academy Charter School,29153,11, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,29153,0,0,0
2015,sch,rea,Regular,Granite State Arts Academy Charter School,702,Granite State Arts Academy Charter School,29153,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,29153,0,0,0
2015,sch,rea,Regular,Granite State Arts Academy Charter School,702,Granite State Arts Academy Charter School,29153,11, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,29153,0,0,0
2015,sch,sci,Regular,Granite State Arts Academy Charter School,702,Granite State Arts Academy Charter School,29153,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,29153,0,0,0
2015,sch,sci,Regular,Granite State Arts Academy Charter School,702,Granite State Arts Academy Charter School,29153,11, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,29153,0,0,0
2015,sch,mat,Regular,Grantham,211,Grantham Village School,21330,0,135 - 140,<10,19,29,47,77,23,NULL,135 , 140,137.5,77,10587.5,21330,137.5,10587.5,77
2015,sch,mat,Regular,Grantham,211,Grantham Village School,21330,3,35 - 40,<10,33,39,19,58,42,2459,35 , 40,0,58,0,21330,0,0,0
2015,sch,mat,Regular,Grantham,211,Grantham Village School,21330,4,35 - 40,<10,18,32,47,79,21,2542,35 , 40,0,79,0,21330,0,0,0
2015,sch,mat,Regular,Grantham,211,Grantham Village School,21330,5,40 - 45,<10,15,27,54,80,20,2583,40 , 45,0,80,0,21330,0,0,0
2015,sch,mat,Regular,Grantham,211,Grantham Village School,21330,6,20 - 25,<10,<10,17,79,>90,<10,2655,20 , 25,0,90,0,21330,0,0,0
2015,sch,rea,Regular,Grantham,211,Grantham Village School,21330,0,135 - 140,<10,14,29,54,83,17,NULL,135 , 140,0,83,0,21330,0,0,0
2015,sch,rea,Regular,Grantham,211,Grantham Village School,21330,3,35 - 40,<10,22,31,47,78,22,2484,35 , 40,0,78,0,21330,0,0,0
2015,sch,rea,Regular,Grantham,211,Grantham Village School,21330,4,35 - 40,<10,14,16,65,81,19,2543,35 , 40,0,81,0,21330,0,0,0
2015,sch,rea,Regular,Grantham,211,Grantham Village School,21330,5,40 - 45,<10,<10,39,46,85,15,2578,40 , 45,0,85,0,21330,0,0,0
2015,sch,rea,Regular,Grantham,211,Grantham Village School,21330,6,20 - 25,<10,13,29,58,88,13,2622,20 , 25,0,88,0,21330,0,0,0
2015,sch,sci,Regular,Grantham,211,Grantham Village School,21330,0,35 - 40,<10,18,74,<10,82,18,NULL,35 , 40,0,82,0,21330,0,0,0
2015,sch,sci,Regular,Grantham,211,Grantham Village School,21330,4,35 - 40,<10,18,74,<10,82,18,NULL,35 , 40,0,82,0,21330,0,0,0
2015,sch,mat,Regular,Great Bay Charter School,709,Great Bay eLearning Charter School (H),28445,0,20 - 25,54,21,13,13,25,75,NULL,20 , 25,22.5,25,562.5,28445,22.5,562.5,25
2015,sch,mat,Regular,Great Bay Charter School,709,Great Bay eLearning Charter School (H),28445,11,20 - 25,54,21,13,13,25,75,2556,20 , 25,0,25,0,28445,0,0,0
2015,sch,rea,Regular,Great Bay Charter School,709,Great Bay eLearning Charter School (H),28445,0,25 - 30,15,26,26,33,59,41,NULL,25 , 30,0,59,0,28445,0,0,0
2015,sch,rea,Regular,Great Bay Charter School,709,Great Bay eLearning Charter School (H),28445,11,25 - 30,15,26,26,33,59,41,2612,25 , 30,0,59,0,28445,0,0,0
2015,sch,sci,Regular,Great Bay Charter School,709,Great Bay eLearning Charter School (H),28445,0,30 - 35,33,39,24,<10,27,73,NULL,30 , 35,0,27,0,28445,0,0,0
2015,sch,sci,Regular,Great Bay Charter School,709,Great Bay eLearning Charter School (H),28445,11,30 - 35,33,39,24,<10,27,73,NULL,30 , 35,0,27,0,28445,0,0,0
2015,sch,mat,Regular,Great Bay Charter School,709,Great Bay eLearning Charter School (M),28620,0,15 - 20,37,32,32,<10,32,68,NULL,15 , 20,17.5,32,560,28620,17.5,560,32
2015,sch,mat,Regular,Great Bay Charter School,709,Great Bay eLearning Charter School (M),28620,7, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,28620,0,0,0
2015,sch,mat,Regular,Great Bay Charter School,709,Great Bay eLearning Charter School (M),28620,8,10 -15,50,25,25,<10,25,75,2508,10 ,15,0,25,0,28620,0,0,0
2015,sch,rea,Regular,Great Bay Charter School,709,Great Bay eLearning Charter School (M),28620,0,15 - 20,32,26,32,11,42,58,NULL,15 , 20,0,42,0,28620,0,0,0
2015,sch,rea,Regular,Great Bay Charter School,709,Great Bay eLearning Charter School (M),28620,7, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,28620,0,0,0
2015,sch,rea,Regular,Great Bay Charter School,709,Great Bay eLearning Charter School (M),28620,8,10 -15,18,36,27,18,45,55,2560,10 ,15,0,45,0,28620,0,0,0
2015,sch,sci,Regular,Great Bay Charter School,709,Great Bay eLearning Charter School (M),28620,0,10 -15,43,50,<10,<10,<10,>90,NULL,10 ,15,0,10,0,28620,0,0,0
2015,sch,sci,Regular,Great Bay Charter School,709,Great Bay eLearning Charter School (M),28620,8,10 -15,43,50,<10,<10,<10,>90,NULL,10 ,15,0,10,0,28620,0,0,0
2015,sch,mat,Regular,Greenland,215,Greenland Central School,22450,0,260 - 265,<10,24,36,34,70,30,NULL,260 , 265,262.5,70,18375,22450,262.5,18375,70
2015,sch,mat,Regular,Greenland,215,Greenland Central School,22450,3,50 - 55,<10,19,43,36,79,21,2481,50 , 55,0,79,0,22450,0,0,0
2015,sch,mat,Regular,Greenland,215,Greenland Central School,22450,4,40 - 45,<10,29,34,34,68,32,2517,40 , 45,0,68,0,22450,0,0,0
2015,sch,mat,Regular,Greenland,215,Greenland Central School,22450,5,40 - 45,14,21,36,29,64,36,2538,40 , 45,0,64,0,22450,0,0,0
2015,sch,mat,Regular,Greenland,215,Greenland Central School,22450,6,40 - 45,<10,36,33,24,57,43,2570,40 , 45,0,57,0,22450,0,0,0
2015,sch,mat,Regular,Greenland,215,Greenland Central School,22450,7,35 - 40,<10,18,42,32,74,26,2606,35 , 40,0,74,0,22450,0,0,0
2015,sch,mat,Regular,Greenland,215,Greenland Central School,22450,8,45 - 50,<10,20,28,46,74,26,2640,45 , 50,0,74,0,22450,0,0,0
2015,sch,rea,Regular,Greenland,215,Greenland Central School,22450,0,260 - 265,<10,16,40,40,80,20,NULL,260 , 265,0,80,0,22450,0,0,0
2015,sch,rea,Regular,Greenland,215,Greenland Central School,22450,3,50 - 55,<10,19,32,45,77,23,2479,50 , 55,0,77,0,22450,0,0,0
2015,sch,rea,Regular,Greenland,215,Greenland Central School,22450,4,40 - 45,10,14,40,36,76,24,2520,40 , 45,0,76,0,22450,0,0,0
2015,sch,rea,Regular,Greenland,215,Greenland Central School,22450,5,40 - 45,<10,17,31,48,79,21,2560,40 , 45,0,79,0,22450,0,0,0
2015,sch,rea,Regular,Greenland,215,Greenland Central School,22450,6,40 - 45,10,14,55,21,76,24,2574,40 , 45,0,76,0,22450,0,0,0
2015,sch,rea,Regular,Greenland,215,Greenland Central School,22450,7,35 - 40,<10,18,39,42,82,18,2621,35 , 40,0,82,0,22450,0,0,0
2015,sch,rea,Regular,Greenland,215,Greenland Central School,22450,8,45 - 50,<10,11,43,46,89,11,2653,45 , 50,0,89,0,22450,0,0,0
2015,sch,sci,Regular,Greenland,215,Greenland Central School,22450,0,85 - 90,<10,40,56,<10,58,42,NULL,85 , 90,0,58,0,22450,0,0,0
2015,sch,sci,Regular,Greenland,215,Greenland Central School,22450,4,40 - 45,<10,21,74,<10,76,24,NULL,40 , 45,0,76,0,22450,0,0,0
2015,sch,sci,Regular,Greenland,215,Greenland Central School,22450,8,45 - 50,<10,57,39,<10,41,59,NULL,45 , 50,0,41,0,22450,0,0,0
2015,sch,mat,Regular,Hampstead,223,Hampstead Central School,22755,0,190 - 195,10,32,40,18,58,42,NULL,190 , 195,192.5,58,11165,22755,192.5,11165,58
2015,sch,mat,Regular,Hampstead,223,Hampstead Central School,22755,3,95 - 100,<10,21,49,25,74,26,2464,95 , 100,0,74,0,22755,0,0,0
2015,sch,mat,Regular,Hampstead,223,Hampstead Central School,22755,4,95 - 100,14,44,31,10,41,59,2474,95 , 100,0,41,0,22755,0,0,0
2015,sch,rea,Regular,Hampstead,223,Hampstead Central School,22755,0,190 - 195,14,25,34,26,60,40,NULL,190 , 195,0,60,0,22755,0,0,0
2015,sch,rea,Regular,Hampstead,223,Hampstead Central School,22755,3,95 - 100,<10,28,32,31,63,37,2451,95 , 100,0,63,0,22755,0,0,0
2015,sch,rea,Regular,Hampstead,223,Hampstead Central School,22755,4,95 - 100,20,23,36,22,58,42,2481,95 , 100,0,58,0,22755,0,0,0
2015,sch,sci,Regular,Hampstead,223,Hampstead Central School,22755,0,95 - 100,<10,30,61,<10,61,39,NULL,95 , 100,0,61,0,22755,0,0,0
2015,sch,sci,Regular,Hampstead,223,Hampstead Central School,22755,4,95 - 100,<10,30,61,<10,61,39,NULL,95 , 100,0,61,0,22755,0,0,0
2015,sch,mat,Regular,Hampstead,223,Hampstead Middle School,22750,0,440 - 445,10,30,32,29,60,40,NULL,440 , 445,442.5,60,26550,22750,442.5,26550,60
2015,sch,mat,Regular,Hampstead,223,Hampstead Middle School,22750,5,115 - 120,<10,28,25,37,63,37,2550,115 , 120,0,63,0,22750,0,0,0
2015,sch,mat,Regular,Hampstead,223,Hampstead Middle School,22750,6,115 - 120,<10,27,34,31,65,35,2577,115 , 120,0,65,0,22750,0,0,0
2015,sch,mat,Regular,Hampstead,223,Hampstead Middle School,22750,7,90 - 95,<10,26,40,28,68,32,2601,90 , 95,0,68,0,22750,0,0,0
2015,sch,mat,Regular,Hampstead,223,Hampstead Middle School,22750,8,115 - 120,17,37,29,18,47,53,2578,115 , 120,0,47,0,22750,0,0,0
2015,sch,rea,Regular,Hampstead,223,Hampstead Middle School,22750,0,440 - 445,<10,18,49,28,78,22,NULL,440 , 445,0,78,0,22750,0,0,0
2015,sch,rea,Regular,Hampstead,223,Hampstead Middle School,22750,5,115 - 120,<10,13,43,41,84,16,2565,115 , 120,0,84,0,22750,0,0,0
2015,sch,rea,Regular,Hampstead,223,Hampstead Middle School,22750,6,115 - 120,<10,24,44,24,69,31,2564,115 , 120,0,69,0,22750,0,0,0
2015,sch,rea,Regular,Hampstead,223,Hampstead Middle School,22750,7,90 - 95,<10,11,63,25,88,12,2610,90 , 95,0,88,0,22750,0,0,0
2015,sch,rea,Regular,Hampstead,223,Hampstead Middle School,22750,8,115 - 120,<10,23,50,22,72,28,2608,115 , 120,0,72,0,22750,0,0,0
2015,sch,sci,Regular,Hampstead,223,Hampstead Middle School,22750,0,120 - 125,11,62,27,<10,27,73,NULL,120 , 125,0,27,0,22750,0,0,0
2015,sch,sci,Regular,Hampstead,223,Hampstead Middle School,22750,8,120 - 125,11,62,27,<10,27,73,NULL,120 , 125,0,27,0,22750,0,0,0
2015,sch,mat,Regular,Hampton,225,Adeline C. Marston School,20795,0,395 - 400,<10,29,36,28,64,36,NULL,395 , 400,397.5,64,25440,20795,397.5,25440,64
2015,sch,mat,Regular,Hampton,225,Adeline C. Marston School,20795,3,135 - 140,<10,17,44,35,79,21,2482,135 , 140,0,79,0,20795,0,0,0
2015,sch,mat,Regular,Hampton,225,Adeline C. Marston School,20795,4,135 - 140,<10,40,36,16,53,47,2485,135 , 140,0,53,0,20795,0,0,0
2015,sch,mat,Regular,Hampton,225,Adeline C. Marston School,20795,5,125 - 130,10,29,27,33,60,40,2544,125 , 130,0,60,0,20795,0,0,0
2015,sch,rea,Regular,Hampton,225,Adeline C. Marston School,20795,0,395 - 400,12,16,31,41,72,28,NULL,395 , 400,0,72,0,20795,0,0,0
2015,sch,rea,Regular,Hampton,225,Adeline C. Marston School,20795,3,135 - 140,<10,18,27,50,77,23,2489,135 , 140,0,77,0,20795,0,0,0
2015,sch,rea,Regular,Hampton,225,Adeline C. Marston School,20795,4,135 - 140,19,16,30,36,65,35,2497,135 , 140,0,65,0,20795,0,0,0
2015,sch,rea,Regular,Hampton,225,Adeline C. Marston School,20795,5,125 - 130,12,15,36,37,74,26,2551,125 , 130,0,74,0,20795,0,0,0
2015,sch,sci,Regular,Hampton,225,Adeline C. Marston School,20795,0,130 - 135,<10,31,57,<10,60,40,NULL,130 , 135,0,60,0,20795,0,0,0
2015,sch,sci,Regular,Hampton,225,Adeline C. Marston School,20795,4,130 - 135,<10,31,57,<10,60,40,NULL,130 , 135,0,60,0,20795,0,0,0
2015,sch,mat,Regular,Hampton,225,Hampton Academy ,20790,0,360 - 365,15,32,29,24,53,47,NULL,360 , 365,362.5,53,19212.5,20790,362.5,19212.5,53
2015,sch,mat,Regular,Hampton,225,Hampton Academy ,20790,6,130 - 135,15,30,32,23,55,45,2559,130 , 135,0,55,0,20790,0,0,0
2015,sch,mat,Regular,Hampton,225,Hampton Academy ,20790,7,110 - 115,18,28,34,20,54,46,2563,110 , 115,0,54,0,20790,0,0,0
2015,sch,mat,Regular,Hampton,225,Hampton Academy ,20790,8,120 - 125,13,38,20,29,49,51,2595,120 , 125,0,49,0,20790,0,0,0
2015,sch,rea,Regular,Hampton,225,Hampton Academy ,20790,0,360 - 365,<10,21,46,26,72,28,NULL,360 , 365,0,72,0,20790,0,0,0
2015,sch,rea,Regular,Hampton,225,Hampton Academy ,20790,6,125 - 130,<10,21,43,31,74,26,2577,125 , 130,0,74,0,20790,0,0,0
2015,sch,rea,Regular,Hampton,225,Hampton Academy ,20790,7,110 - 115,<10,21,49,22,71,29,2589,110 , 115,0,71,0,20790,0,0,0
2015,sch,rea,Regular,Hampton,225,Hampton Academy ,20790,8,120 - 125,<10,21,46,24,70,30,2604,120 , 125,0,70,0,20790,0,0,0
2015,sch,sci,Regular,Hampton,225,Hampton Academy ,20790,0,120 - 125,15,59,26,<10,26,74,NULL,120 , 125,0,26,0,20790,0,0,0
2015,sch,sci,Regular,Hampton,225,Hampton Academy ,20790,8,120 - 125,15,59,26,<10,26,74,NULL,120 , 125,0,26,0,20790,0,0,0
2015,sch,mat,Regular,Hampton Falls,227,Lincoln Akerman School,20800,0,175 - 180,<10,18,30,47,77,23,NULL,175 , 180,177.5,77,13667.5,20800,177.5,13667.5,77
2015,sch,mat,Regular,Hampton Falls,227,Lincoln Akerman School,20800,3,30 - 35,10,19,35,35,71,29,2475,30 , 35,0,71,0,20800,0,0,0
2015,sch,mat,Regular,Hampton Falls,227,Lincoln Akerman School,20800,4,30 - 35,13,26,29,32,61,39,2504,30 , 35,0,61,0,20800,0,0,0
2015,sch,mat,Regular,Hampton Falls,227,Lincoln Akerman School,20800,5,30 - 35,<10,23,39,35,74,26,2559,30 , 35,0,74,0,20800,0,0,0
2015,sch,mat,Regular,Hampton Falls,227,Lincoln Akerman School,20800,6,25 - 30,<10,18,43,39,82,18,2611,25 , 30,0,82,0,20800,0,0,0
2015,sch,mat,Regular,Hampton Falls,227,Lincoln Akerman School,20800,7,20 - 25,<10,<10,21,71,>90,<10,2663,20 , 25,0,90,0,20800,0,0,0
2015,sch,mat,Regular,Hampton Falls,227,Lincoln Akerman School,20800,8,30 - 35,<10,10,10,77,87,13,2708,30 , 35,0,87,0,20800,0,0,0
2015,sch,rea,Regular,Hampton Falls,227,Lincoln Akerman School,20800,0,170 - 175,<10,<10,34,55,88,12,NULL,170 , 175,0,88,0,20800,0,0,0
2015,sch,rea,Regular,Hampton Falls,227,Lincoln Akerman School,20800,3,30 - 35,<10,26,26,42,68,32,2478,30 , 35,0,68,0,20800,0,0,0
2015,sch,rea,Regular,Hampton Falls,227,Lincoln Akerman School,20800,4,30 - 35,<10,13,42,39,81,19,2515,30 , 35,0,81,0,20800,0,0,0
2015,sch,rea,Regular,Hampton Falls,227,Lincoln Akerman School,20800,5,30 - 35,<10,<10,23,68,90,10,2601,30 , 35,0,90,0,20800,0,0,0
2015,sch,rea,Regular,Hampton Falls,227,Lincoln Akerman School,20800,6,25 - 30,<10,<10,43,57,>90,<10,2639,25 , 30,0,90,0,20800,0,0,0
2015,sch,rea,Regular,Hampton Falls,227,Lincoln Akerman School,20800,7,20 - 25,<10,<10,45,50,>90,<10,2646,20 , 25,0,90,0,20800,0,0,0
2015,sch,rea,Regular,Hampton Falls,227,Lincoln Akerman School,20800,8,30 - 35,<10,<10,27,73,>90,<10,2694,30 , 35,0,90,0,20800,0,0,0
2015,sch,sci,Regular,Hampton Falls,227,Lincoln Akerman School,20800,0,60 - 65,<10,40,55,<10,60,40,NULL,60 , 65,0,60,0,20800,0,0,0
2015,sch,sci,Regular,Hampton Falls,227,Lincoln Akerman School,20800,4,30 - 35,<10,53,47,<10,47,53,NULL,30 , 35,0,47,0,20800,0,0,0
2015,sch,sci,Regular,Hampton Falls,227,Lincoln Akerman School,20800,8,30 - 35,<10,27,63,10,73,27,NULL,30 , 35,0,73,0,20800,0,0,0
2015,sch,mat,Regular,Hanover,233,Bernice A. Ray School,20830,0,250 - 255,<10,22,28,40,69,31,NULL,250 , 255,252.5,69,17422.5,20830,252.5,17422.5,69
2015,sch,mat,Regular,Hanover,233,Bernice A. Ray School,20830,3,70 - 75,11,20,27,42,69,31,2476,70 , 75,0,69,0,20830,0,0,0
2015,sch,mat,Regular,Hanover,233,Bernice A. Ray School,20830,4,85 - 90,12,22,30,36,66,34,2517,85 , 90,0,66,0,20830,0,0,0
2015,sch,mat,Regular,Hanover,233,Bernice A. Ray School,20830,5,95 - 100,<10,25,28,42,70,30,2557,95 , 100,0,70,0,20830,0,0,0
2015,sch,rea,Regular,Hanover,233,Bernice A. Ray School,20830,0,250 - 255,<10,15,29,47,77,23,NULL,250 , 255,0,77,0,20830,0,0,0
2015,sch,rea,Regular,Hanover,233,Bernice A. Ray School,20830,3,70 - 75,<10,20,31,45,76,24,2478,70 , 75,0,76,0,20830,0,0,0
2015,sch,rea,Regular,Hanover,233,Bernice A. Ray School,20830,4,85 - 90,10,16,20,53,73,27,2536,85 , 90,0,73,0,20830,0,0,0
2015,sch,rea,Regular,Hanover,233,Bernice A. Ray School,20830,5,95 - 100,<10,10,36,44,80,20,2561,95 , 100,0,80,0,20830,0,0,0
2015,sch,sci,Regular,Hanover,233,Bernice A. Ray School,20830,0,85 - 90,<10,26,69,<10,72,28,NULL,85 , 90,0,72,0,20830,0,0,0
2015,sch,sci,Regular,Hanover,233,Bernice A. Ray School,20830,4,85 - 90,<10,26,69,<10,72,28,NULL,85 , 90,0,72,0,20830,0,0,0
2015,sch,mat,Regular,Harrisville,235,Wells Memorial School,21155,0,20 - 25,22,35,30,13,43,57,NULL,20 , 25,22.5,43,967.5,21155,22.5,967.5,43
2015,sch,mat,Regular,Harrisville,235,Wells Memorial School,21155,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,21155,0,0,0
2015,sch,mat,Regular,Harrisville,235,Wells Memorial School,21155,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,21155,0,0,0
2015,sch,mat,Regular,Harrisville,235,Wells Memorial School,21155,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,21155,0,0,0
2015,sch,mat,Regular,Harrisville,235,Wells Memorial School,21155,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,21155,0,0,0
2015,sch,rea,Regular,Harrisville,235,Wells Memorial School,21155,0,20 - 25,13,22,52,13,65,35,NULL,20 , 25,0,65,0,21155,0,0,0
2015,sch,rea,Regular,Harrisville,235,Wells Memorial School,21155,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,21155,0,0,0
2015,sch,rea,Regular,Harrisville,235,Wells Memorial School,21155,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,21155,0,0,0
2015,sch,rea,Regular,Harrisville,235,Wells Memorial School,21155,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,21155,0,0,0
2015,sch,rea,Regular,Harrisville,235,Wells Memorial School,21155,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,21155,0,0,0
2015,sch,sci,Regular,Harrisville,235,Wells Memorial School,21155,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,21155,0,0,0
2015,sch,sci,Regular,Harrisville,235,Wells Memorial School,21155,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,21155,0,0,0
2015,sch,mat,Regular,Haverhill Cooperative,238,Haverhill Cooperative Middle School,26875,0,240 - 245,26,35,24,15,39,61,NULL,240 , 245,242.5,39,9457.5,26875,242.5,9457.5,39
2015,sch,mat,Regular,Haverhill Cooperative,238,Haverhill Cooperative Middle School,26875,4,55 - 60,20,44,27,<10,36,64,2460,55 , 60,0,36,0,26875,0,0,0
2015,sch,mat,Regular,Haverhill Cooperative,238,Haverhill Cooperative Middle School,26875,5,45 - 50,20,40,31,<10,40,60,2499,45 , 50,0,40,0,26875,0,0,0
2015,sch,mat,Regular,Haverhill Cooperative,238,Haverhill Cooperative Middle School,26875,6,50 - 55,29,35,19,17,37,63,2518,50 , 55,0,37,0,26875,0,0,0
2015,sch,mat,Regular,Haverhill Cooperative,238,Haverhill Cooperative Middle School,26875,7,35 - 40,16,22,35,27,62,38,2574,35 , 40,0,62,0,26875,0,0,0
2015,sch,mat,Regular,Haverhill Cooperative,238,Haverhill Cooperative Middle School,26875,8,50 - 55,41,33,12,14,25,75,2544,50 , 55,0,25,0,26875,0,0,0
